,metric,value,step
112,Loss/Seg,0.8774411678314209,1011.0
113,Loss/Seg,1.3530404567718506,1026.0
114,Loss/Seg,1.1089764833450317,1034.0
115,Loss/Seg,1.0630165338516235,1040.0
116,Loss/Seg,1.102189302444458,1057.0
117,Loss/Seg,0.8995465636253357,1062.0
118,Loss/Seg,0.804948627948761,1069.0
119,Loss/Seg,0.8871945142745972,1080.0
120,Loss/Seg,0.8467444777488708,1087.0
121,Loss/Seg,0.8426507711410522,1092.0
122,Loss/Seg,1.1138999462127686,1101.0
123,Loss/Seg,1.4485887289047241,1110.0
124,Loss/Seg,0.8936121463775635,1129.0
125,Loss/Seg,1.761812686920166,1143.0
126,Loss/Seg,0.8376917839050293,1155.0
127,Loss/Seg,1.2000036239624023,1178.0
128,Loss/Seg,0.9588379263877869,1195.0
129,Loss/Seg,0.7613402605056763,1218.0
130,Loss/Seg,0.6901744604110718,1222.0
131,Loss/Seg,0.8136589527130127,1237.0
132,Loss/Seg,1.4708094596862793,1267.0
133,Loss/Seg,0.7491721510887146,1291.0
134,Loss/Seg,1.116678237915039,1292.0
135,Loss/Seg,0.819329023361206,1303.0
136,Loss/Seg,0.7993494272232056,1327.0
137,Loss/Seg,0.6862733960151672,1335.0
138,Loss/Seg,0.9420209527015686,1338.0
139,Loss/Seg,0.9720795154571533,1353.0
140,Loss/Seg,1.4273712635040283,1357.0
141,Loss/Seg,0.9404951930046082,1371.0
142,Loss/Seg,1.0661216974258423,1391.0
143,Loss/Seg,1.007049322128296,1400.0
144,Loss/Seg,0.7745833396911621,1410.0
145,Loss/Seg,1.048620581626892,1412.0
146,Loss/Seg,0.7438413500785828,1421.0
147,Loss/Seg,0.894837498664856,1437.0
148,Loss/Seg,0.9108952283859253,1439.0
149,Loss/Seg,0.5642392039299011,1460.0
150,Loss/Seg,0.772862434387207,1467.0
151,Loss/Seg,1.293532371520996,1475.0
152,Loss/Seg,0.9957870841026306,1483.0
153,Loss/Seg,1.0190657377243042,1485.0
154,Loss/Seg,0.703533947467804,1499.0
155,Loss/Seg,0.6454713940620422,1514.0
156,Loss/Seg,0.9172996282577515,1518.0
157,Loss/Seg,0.7775275707244873,1520.0
158,Loss/Seg,0.9972900748252869,1559.0
159,Loss/Seg,0.6300339102745056,1577.0
160,Loss/Seg,0.5582597255706787,1578.0
161,Loss/Seg,0.6338369250297546,1579.0
162,Loss/Seg,0.9535856246948242,1601.0
163,Loss/Seg,0.6948304176330566,1610.0
164,Loss/Seg,1.5572160482406616,1612.0
165,Loss/Seg,1.0918803215026855,1625.0
166,Loss/Seg,0.4529871642589569,1628.0
167,Loss/Seg,1.3708497285842896,1634.0
168,Loss/Seg,0.6054086089134216,1635.0
169,Loss/Seg,1.0593363046646118,1638.0
170,Loss/Seg,0.5153577923774719,1655.0
171,Loss/Seg,0.7592011094093323,1668.0
172,Loss/Seg,0.8778679966926575,1673.0
173,Loss/Seg,0.5915423631668091,1684.0
174,Loss/Seg,0.8708304762840271,1690.0
175,Loss/Seg,0.5708200335502625,1694.0
176,Loss/Seg,0.6393351554870605,1697.0
177,Loss/Seg,0.5666672587394714,1704.0
178,Loss/Seg,0.7496695518493652,1739.0
179,Loss/Seg,1.3827664852142334,1770.0
180,Loss/Seg,1.004645586013794,1778.0
181,Loss/Seg,0.6940900683403015,1788.0
182,Loss/Seg,0.6923151016235352,1829.0
183,Loss/Seg,0.7620037198066711,1835.0
184,Loss/Seg,0.8207247257232666,1844.0
185,Loss/Seg,0.8070922493934631,1859.0
186,Loss/Seg,1.2699989080429077,1864.0
187,Loss/Seg,1.2336912155151367,1867.0
188,Loss/Seg,0.9275513887405396,1882.0
189,Loss/Seg,0.7192018032073975,1901.0
190,Loss/Seg,0.5864356756210327,1905.0
191,Loss/Seg,0.8332222104072571,1917.0
