,metric,value,step
112,Loss/Contrast,4.239194393157959,1011.0
113,Loss/Contrast,3.8021857738494873,1026.0
114,Loss/Contrast,4.171784400939941,1034.0
115,Loss/Contrast,4.252130031585693,1040.0
116,Loss/Contrast,4.138963222503662,1057.0
117,Loss/Contrast,4.3417840003967285,1062.0
118,Loss/Contrast,4.102652549743652,1069.0
119,Loss/Contrast,4.465071678161621,1080.0
120,Loss/Contrast,4.074878215789795,1087.0
121,Loss/Contrast,4.331958293914795,1092.0
122,Loss/Contrast,4.182276725769043,1101.0
123,Loss/Contrast,4.585447311401367,1110.0
124,Loss/Contrast,3.9671266078948975,1129.0
125,Loss/Contrast,4.305449962615967,1143.0
126,Loss/Contrast,4.157697677612305,1155.0
127,Loss/Contrast,4.041840553283691,1178.0
128,Loss/Contrast,4.075066089630127,1195.0
129,Loss/Contrast,4.173230171203613,1218.0
130,Loss/Contrast,4.029523849487305,1222.0
131,Loss/Contrast,4.022986888885498,1237.0
132,Loss/Contrast,4.561303615570068,1267.0
133,Loss/Contrast,4.132624626159668,1291.0
134,Loss/Contrast,3.9757304191589355,1292.0
135,Loss/Contrast,4.251258373260498,1303.0
136,Loss/Contrast,4.477203845977783,1327.0
137,Loss/Contrast,4.118218421936035,1335.0
138,Loss/Contrast,4.165947437286377,1338.0
139,Loss/Contrast,4.317843914031982,1353.0
140,Loss/Contrast,4.084462642669678,1357.0
141,Loss/Contrast,4.162200927734375,1371.0
142,Loss/Contrast,4.1451215744018555,1391.0
143,Loss/Contrast,3.7680182456970215,1400.0
144,Loss/Contrast,3.8726251125335693,1410.0
145,Loss/Contrast,3.9783549308776855,1412.0
146,Loss/Contrast,4.390039443969727,1421.0
147,Loss/Contrast,3.8568902015686035,1437.0
148,Loss/Contrast,3.9574828147888184,1439.0
149,Loss/Contrast,4.302651882171631,1460.0
150,Loss/Contrast,3.786659002304077,1467.0
151,Loss/Contrast,4.035436153411865,1475.0
152,Loss/Contrast,4.040788650512695,1483.0
153,Loss/Contrast,4.037190914154053,1485.0
154,Loss/Contrast,4.368422985076904,1499.0
155,Loss/Contrast,4.075852394104004,1514.0
156,Loss/Contrast,3.882873296737671,1518.0
157,Loss/Contrast,3.8405275344848633,1520.0
158,Loss/Contrast,4.188903331756592,1559.0
159,Loss/Contrast,4.344193935394287,1577.0
160,Loss/Contrast,3.9964330196380615,1578.0
161,Loss/Contrast,4.1614909172058105,1579.0
162,Loss/Contrast,3.841311454772949,1601.0
163,Loss/Contrast,3.5479071140289307,1610.0
164,Loss/Contrast,3.933131217956543,1612.0
165,Loss/Contrast,3.9821128845214844,1625.0
166,Loss/Contrast,4.210301399230957,1628.0
167,Loss/Contrast,4.0995683670043945,1634.0
168,Loss/Contrast,4.287534713745117,1635.0
169,Loss/Contrast,4.045016288757324,1638.0
170,Loss/Contrast,4.092521667480469,1655.0
171,Loss/Contrast,4.0129547119140625,1668.0
172,Loss/Contrast,4.349454879760742,1673.0
173,Loss/Contrast,3.797861337661743,1684.0
174,Loss/Contrast,3.714369773864746,1690.0
175,Loss/Contrast,3.933863401412964,1694.0
176,Loss/Contrast,4.323709487915039,1697.0
177,Loss/Contrast,3.6625630855560303,1704.0
178,Loss/Contrast,4.031806468963623,1739.0
179,Loss/Contrast,4.063192367553711,1770.0
180,Loss/Contrast,3.8932299613952637,1778.0
181,Loss/Contrast,3.792060375213623,1788.0
182,Loss/Contrast,4.3684515953063965,1829.0
183,Loss/Contrast,3.8715696334838867,1835.0
184,Loss/Contrast,4.152480602264404,1844.0
185,Loss/Contrast,4.19085693359375,1859.0
186,Loss/Contrast,3.8696129322052,1864.0
187,Loss/Contrast,4.231678485870361,1867.0
188,Loss/Contrast,4.138593673706055,1882.0
189,Loss/Contrast,4.075074672698975,1901.0
190,Loss/Contrast,4.011111259460449,1905.0
191,Loss/Contrast,3.9767353534698486,1917.0
192,Loss/Contrast,3.9628148078918457,1923.0
193,Loss/Contrast,3.8918447494506836,1926.0
194,Loss/Contrast,4.302737236022949,1928.0
195,Loss/Contrast,3.7888269424438477,1957.0
196,Loss/Contrast,4.037670612335205,1963.0
197,Loss/Contrast,3.9503896236419678,1986.0
198,Loss/Contrast,3.585902690887451,1998.0
199,Loss/Contrast,3.8168437480926514,2020.0
200,Loss/Contrast,3.762759208679199,2029.0
201,Loss/Contrast,4.194400310516357,2031.0
202,Loss/Contrast,4.232664585113525,2036.0
203,Loss/Contrast,3.790867805480957,2039.0
204,Loss/Contrast,4.143312454223633,2047.0
205,Loss/Contrast,4.0672430992126465,2060.0
206,Loss/Contrast,4.018657684326172,2064.0
207,Loss/Contrast,3.7878522872924805,2090.0
208,Loss/Contrast,3.8483104705810547,2091.0
209,Loss/Contrast,3.6618332862854004,2117.0
210,Loss/Contrast,4.246639251708984,2120.0
211,Loss/Contrast,4.207798957824707,2123.0
212,Loss/Contrast,3.860138177871704,2153.0
213,Loss/Contrast,3.6998000144958496,2169.0
214,Loss/Contrast,4.26739501953125,2237.0
215,Loss/Contrast,3.6812963485717773,2243.0
216,Loss/Contrast,4.214214324951172,2247.0
217,Loss/Contrast,3.925257682800293,2275.0
218,Loss/Contrast,3.8697540760040283,2302.0
219,Loss/Contrast,3.6289801597595215,2313.0
220,Loss/Contrast,4.107100009918213,2333.0
221,Loss/Contrast,4.207150936126709,2335.0
222,Loss/Contrast,3.4812331199645996,2344.0
223,Loss/Contrast,3.931546688079834,2388.0
224,Loss/Contrast,3.752413034439087,2390.0
225,Loss/Contrast,4.236754417419434,2401.0
226,Loss/Contrast,3.964125871658325,2404.0
227,Loss/Contrast,3.887420654296875,2424.0
228,Loss/Contrast,3.9404330253601074,2425.0
229,Loss/Contrast,3.514897584915161,2448.0
230,Loss/Contrast,4.038365364074707,2450.0
231,Loss/Contrast,4.055957794189453,2459.0
232,Loss/Contrast,3.6146841049194336,2464.0
233,Loss/Contrast,3.957066774368286,2467.0
234,Loss/Contrast,4.124478340148926,2475.0
235,Loss/Contrast,4.174259662628174,2478.0
236,Loss/Contrast,3.4695091247558594,2492.0
237,Loss/Contrast,3.872612953186035,2502.0
238,Loss/Contrast,3.741921901702881,2512.0
239,Loss/Contrast,4.2756147384643555,2514.0
240,Loss/Contrast,4.316889762878418,2516.0
241,Loss/Contrast,3.9349024295806885,2529.0
242,Loss/Contrast,3.699157953262329,2533.0
243,Loss/Contrast,4.0129313468933105,2547.0
244,Loss/Contrast,4.00306510925293,2570.0
245,Loss/Contrast,3.9416468143463135,2576.0
246,Loss/Contrast,4.123861312866211,2585.0
247,Loss/Contrast,3.77413272857666,2588.0
248,Loss/Contrast,4.015903949737549,2601.0
249,Loss/Contrast,3.8206946849823,2603.0
250,Loss/Contrast,4.037275791168213,2613.0
251,Loss/Contrast,4.131409645080566,2625.0
252,Loss/Contrast,4.537126064300537,2628.0
253,Loss/Contrast,4.267584323883057,2630.0
254,Loss/Contrast,4.051694869995117,2695.0
255,Loss/Contrast,4.035484313964844,2700.0
256,Loss/Contrast,3.860875368118286,2703.0
257,Loss/Contrast,3.8357250690460205,2717.0
258,Loss/Contrast,4.176964282989502,2750.0
259,Loss/Contrast,3.973186492919922,2756.0
260,Loss/Contrast,4.1331610679626465,2761.0
261,Loss/Contrast,3.7460508346557617,2763.0
262,Loss/Contrast,3.8867340087890625,2800.0
263,Loss/Contrast,3.788137197494507,2801.0
264,Loss/Contrast,3.551232099533081,2812.0
265,Loss/Contrast,4.258640766143799,2813.0
266,Loss/Contrast,3.892228841781616,2847.0
267,Loss/Contrast,4.017001152038574,2848.0
