,metric,value,step
112,Loss/Contrast,4.215571880340576,1011.0
113,Loss/Contrast,4.115922451019287,1026.0
114,Loss/Contrast,4.0151753425598145,1034.0
115,Loss/Contrast,4.285729885101318,1040.0
116,Loss/Contrast,4.237852096557617,1057.0
117,Loss/Contrast,4.011923313140869,1062.0
118,Loss/Contrast,4.3226776123046875,1069.0
119,Loss/Contrast,4.224557876586914,1080.0
120,Loss/Contrast,3.7163116931915283,1087.0
121,Loss/Contrast,4.355594635009766,1092.0
122,Loss/Contrast,3.945218324661255,1101.0
123,Loss/Contrast,4.128189563751221,1110.0
124,Loss/Contrast,4.175135612487793,1129.0
125,Loss/Contrast,4.513136863708496,1143.0
126,Loss/Contrast,3.8556535243988037,1155.0
127,Loss/Contrast,4.071239948272705,1178.0
128,Loss/Contrast,4.202964782714844,1195.0
129,Loss/Contrast,4.402735710144043,1218.0
130,Loss/Contrast,4.016026020050049,1222.0
131,Loss/Contrast,3.8673911094665527,1237.0
132,Loss/Contrast,3.969559669494629,1267.0
133,Loss/Contrast,4.034090042114258,1291.0
134,Loss/Contrast,4.141768455505371,1292.0
135,Loss/Contrast,4.012587070465088,1303.0
136,Loss/Contrast,3.848051071166992,1327.0
137,Loss/Contrast,4.114462852478027,1335.0
138,Loss/Contrast,4.087100982666016,1338.0
139,Loss/Contrast,4.4053473472595215,1353.0
140,Loss/Contrast,3.9977805614471436,1357.0
141,Loss/Contrast,4.19813871383667,1371.0
142,Loss/Contrast,3.9027833938598633,1391.0
143,Loss/Contrast,3.9963576793670654,1400.0
144,Loss/Contrast,4.22211217880249,1410.0
145,Loss/Contrast,4.0589141845703125,1412.0
146,Loss/Contrast,4.172492027282715,1421.0
147,Loss/Contrast,3.914454460144043,1437.0
148,Loss/Contrast,4.107714653015137,1439.0
149,Loss/Contrast,3.9315779209136963,1460.0
150,Loss/Contrast,4.1761322021484375,1467.0
151,Loss/Contrast,4.017064571380615,1475.0
152,Loss/Contrast,4.011699199676514,1483.0
153,Loss/Contrast,4.120167255401611,1485.0
154,Loss/Contrast,3.9091479778289795,1499.0
155,Loss/Contrast,3.835132598876953,1514.0
156,Loss/Contrast,4.111128330230713,1518.0
157,Loss/Contrast,4.000443458557129,1520.0
158,Loss/Contrast,3.9206082820892334,1559.0
159,Loss/Contrast,3.783950090408325,1577.0
160,Loss/Contrast,4.240199089050293,1578.0
161,Loss/Contrast,3.9691450595855713,1579.0
162,Loss/Contrast,3.95332932472229,1601.0
163,Loss/Contrast,4.166522026062012,1610.0
164,Loss/Contrast,3.9854588508605957,1612.0
165,Loss/Contrast,4.065176010131836,1625.0
166,Loss/Contrast,4.129352569580078,1628.0
167,Loss/Contrast,4.0921630859375,1634.0
168,Loss/Contrast,4.1060099601745605,1635.0
169,Loss/Contrast,4.13123893737793,1638.0
170,Loss/Contrast,3.966188430786133,1655.0
171,Loss/Contrast,4.118533134460449,1668.0
172,Loss/Contrast,3.8071682453155518,1673.0
173,Loss/Contrast,3.947690725326538,1684.0
174,Loss/Contrast,3.9831812381744385,1690.0
175,Loss/Contrast,4.490212917327881,1694.0
176,Loss/Contrast,4.0395731925964355,1697.0
177,Loss/Contrast,4.130801200866699,1704.0
178,Loss/Contrast,3.905606508255005,1739.0
179,Loss/Contrast,4.169559955596924,1770.0
180,Loss/Contrast,3.948580503463745,1778.0
181,Loss/Contrast,4.218647480010986,1788.0
182,Loss/Contrast,4.043347358703613,1829.0
183,Loss/Contrast,3.803825855255127,1835.0
184,Loss/Contrast,3.9129464626312256,1844.0
