,metric,value,step
3667,Loss/Contrast,-2.1576504707336426,4379.0
3668,Loss/Contrast,-2.2722089290618896,4382.0
3669,Loss/Contrast,-2.2499303817749023,4391.0
298,Loss/Contrast,-2.239914894104004,4392.0
3670,Loss/Contrast,-2.2807531356811523,4396.0
3671,Loss/Contrast,-2.2123005390167236,4401.0
299,Loss/Contrast,-2.2311434745788574,4404.0
3672,Loss/Contrast,-2.192105293273926,4407.0
3673,Loss/Contrast,-2.27406644821167,4417.0
3674,Loss/Contrast,-2.3106391429901123,4439.0
3675,Loss/Contrast,-2.1870148181915283,4445.0
300,Loss/Contrast,-2.273557186126709,4452.0
301,Loss/Contrast,-2.192739486694336,4463.0
3676,Loss/Contrast,-2.207955837249756,4466.0
302,Loss/Contrast,-2.238974094390869,4479.0
3677,Loss/Contrast,-2.246452808380127,4481.0
303,Loss/Contrast,-2.236861228942871,4490.0
304,Loss/Contrast,-2.233269214630127,4501.0
3678,Loss/Contrast,-2.143695592880249,4513.0
305,Loss/Contrast,-2.3501081466674805,4516.0
3679,Loss/Contrast,-2.217273712158203,4523.0
306,Loss/Contrast,-2.233433723449707,4527.0
307,Loss/Contrast,-2.290700912475586,4529.0
308,Loss/Contrast,-2.3201708793640137,4531.0
309,Loss/Contrast,-2.2014946937561035,4537.0
3680,Loss/Contrast,-2.2283854484558105,4539.0
3681,Loss/Contrast,-2.2470624446868896,4540.0
310,Loss/Contrast,-2.2630934715270996,4549.0
3682,Loss/Contrast,-2.170175075531006,4565.0
311,Loss/Contrast,-2.225597858428955,4575.0
3683,Loss/Contrast,-2.193284273147583,4577.0
312,Loss/Contrast,-2.208289861679077,4582.0
3684,Loss/Contrast,-2.182565212249756,4583.0
3685,Loss/Contrast,-2.180734395980835,4584.0
3686,Loss/Contrast,-2.308701992034912,4587.0
3687,Loss/Contrast,-2.235069513320923,4593.0
313,Loss/Contrast,-2.266634941101074,4611.0
314,Loss/Contrast,-2.1901230812072754,4617.0
315,Loss/Contrast,-2.200914144515991,4637.0
3688,Loss/Contrast,-2.2275052070617676,4645.0
3689,Loss/Contrast,-2.2383522987365723,4648.0
3690,Loss/Contrast,-2.189377784729004,4650.0
316,Loss/Contrast,-2.201457977294922,4650.0
3691,Loss/Contrast,-2.2033746242523193,4664.0
3692,Loss/Contrast,-2.225583076477051,4697.0
317,Loss/Contrast,-2.1976993083953857,4703.0
318,Loss/Contrast,-2.221072196960449,4730.0
319,Loss/Contrast,-2.295921802520752,4740.0
320,Loss/Contrast,-2.255432367324829,4744.0
321,Loss/Contrast,-2.1980319023132324,4750.0
3693,Loss/Contrast,-2.282449722290039,4758.0
322,Loss/Contrast,-2.240939140319824,4769.0
3694,Loss/Contrast,-2.1986560821533203,4770.0
323,Loss/Contrast,-2.222080707550049,4772.0
324,Loss/Contrast,-2.2341108322143555,4778.0
3695,Loss/Contrast,-2.2533607482910156,4778.0
325,Loss/Contrast,-2.3109383583068848,4783.0
326,Loss/Contrast,-2.1907362937927246,4811.0
3696,Loss/Contrast,-2.2508654594421387,4816.0
3697,Loss/Contrast,-2.3090896606445312,4818.0
327,Loss/Contrast,-2.2290568351745605,4824.0
328,Loss/Contrast,-2.1853694915771484,4832.0
329,Loss/Contrast,-2.2270326614379883,4851.0
330,Loss/Contrast,-2.2493515014648438,4854.0
3698,Loss/Contrast,-2.298635482788086,4871.0
3699,Loss/Contrast,-2.2420096397399902,4878.0
3700,Loss/Contrast,-2.195619583129883,4882.0
3701,Loss/Contrast,-2.1671783924102783,4887.0
331,Loss/Contrast,-2.249215602874756,4894.0
